id,title,brand,model,year,price,currency,mileage,exterior_color,city,state
4788951228,Volkswagen Nivus 1.0t Highline At,Volkswagen,Nivus,2020,466631,MXN,0,Unknown,Miguel Hidalgo,Distrito Federal
4777612718,Volkswagen Nivus 1.0t Highline At,Volkswagen,Nivus,2020,491190,MXN,0,Unknown,Huixquilucan,Estado De México
5081237156,Nissan Magnite 1.0t Advance Dark Armour Cvt,Nissan,Magnite,2020,373900,MXN,0,Unknown,Coyoacán,Distrito Federal
2846173593,Cadillac Escalade Suv-v Supercargada,Cadillac,Escalade,2023,2499000,MXN,27000,Unknown,Coyoacán,Distrito Federal
2841565907,"Mitsubishi Xpander 5 Pts. Gls, 1.5l, Ta, 7 Pas., Ra-16",Mitsubishi,Xpander,2023,279000,MXN,99539,Unknown,Estado De México,
5100058704,Bmw X6 4.4 Xdrive 50ia M Sport At,BMW,X6,2020,1199900,MXN,35000,Unknown,Tlalpan,Distrito Federal
5086056048,Infiniti Qx50 2.0 Essential Awd Cvt,Infiniti,Qx50,2020,389900,MXN,64928,Unknown,Cuauhtémoc,Distrito Federal
5140534472,Infiniti Qx50 2.0 Essential Awd Cvt,Infiniti,Qx50,2020,397700,MXN,77000,Unknown,Puebla,Puebla
4964226240,Audi A6 Sedan A6 Sedan Tfsi Quattro 272hp S Líne,Audi,A6,2020,1468483,MXN,0,Unknown,Benito Juárez,Distrito Federal
5147774500,Nissan March 1.6 Sense At,Nissan,March,2021,197000,MXN,48467,Unknown,Iztacalco,Distrito Federal
4830028076,Infiniti Qx60 3.5 Sensory At,Infiniti,Qx60,2021,410000,MXN,86000,Unknown,San Pedro Garza García,Nuevo León
4965397414,Ford Explorer 3.0 V6 Ecoboost Platinum 4wd At,Ford,Explorer,2025,1329100,MXN,0,Unknown,Atizapán De Zaragoza,Estado De México
2834305821,Chevrolet Tracker 1.2 Ls Mt,Chevrolet,Tracker,2021,230000,MXN,141578,Unknown,La Piedad,Michoacán
2843197147,Volkswagen Polo 1.6 Track Mt,Volkswagen,Polo,2020,327210,MXN,0,Unknown,Benito Juárez,Distrito Federal
5132131276,Volkswagen Polo 1.6 Track Mt,Volkswagen,Polo,2020,320900,MXN,0,Unknown,Benito Juárez,Distrito Federal
5120524046,Volkswagen Polo 1.6 Track Mt,Volkswagen,Polo,2020,320900,MXN,0,Unknown,Cuauhtémoc,Distrito Federal
4841779804,Volkswagen Polo 1.6 Track Mt,Volkswagen,Polo,2020,327210,MXN,0,Unknown,San Pedro Cholula,Puebla
2845005345,Chevrolet Cruze Lt,Chevrolet,Cruze,2018,199900,MXN,36000,Unknown,Coyoacán,Distrito Federal
2839333445,Audi Q2 1.4 Select S-tronic At,Audi,Q2,2021,375000,MXN,122461,Unknown,Irapuato,Guanajuato
5140240336,Chevrolet Aveo 1.5 Lt Sedan Mt,Chevrolet,Aveo,2024,265500,MXN,100,Unknown,Alvaro Obregón,Distrito Federal
4151289082,Dodge Attitude 1.5t Gdi Sxt At 7dct,Dodge,Attitude,2025,418900,MXN,0,Unknown,Mexico,
2760771509,Audi A5 Sportback 2.0 40 Tfsi S-line 190hp Dsg,Audi,A5,2022,600000,MXN,48500,Unknown,Monterrey,Nuevo León
5139671932,"Volkswagen Taigun 5 Pts. Comfortline, 1.0t, Ta, A/ac. Aut., Ra-17",Volkswagen,Taigun,2023,339000,MXN,32155,Unknown,Cuajimalpa De Morelos,Distrito Federal
4633826882,Volkswagen Taigun 1.0 Comfortline At,Volkswagen,Taigun,2023,385000,MXN,80129,Unknown,Tlalpan,Distrito Federal
4667130738,Bmw Serie 4 430i Gran Coupé,BMW,Serie,2020,1285600,MXN,0,Unknown,Cuernavaca,Morelos
5136696272,Chevrolet Cavalier Aut Electrico Clima Dh,Chevrolet,Cavalier,2019,165000,MXN,48000,Unknown,Coyoacán,Distrito Federal
2759204467,Kia Niro 1.6 Gdi Ex At,Kia,Niro,2022,419000,MXN,80900,Unknown,Tlalnepantla De Baz,Estado De México
2667171059,Chevrolet Tahoe 6.2 High Country 4x4 At,Chevrolet,Tahoe,2022,1278000,MXN,70557,Unknown,Amozoc,Puebla
5107804206,Volkswagen Polo 1.6 L4 Tiptronic At,Volkswagen,Polo,2019,175000,MXN,71000,Unknown,Puebla,Puebla
5139252908,Cadillac Escalade 6.2 Esv Platinum At,Cadillac,Escalade,2023,1700000,MXN,11000,Unknown,Benito Juárez,Distrito Federal
5035576974,Toyota Raize 1.0t Xle Fwd Cvt,Toyota,Raize,2020,398900,MXN,0,Unknown,Xochimilco,Distrito Federal
5114223710,Toyota Sequoia Platinum Hev Blindada,Toyota,Sequoia,2020,2749900,MXN,0,Unknown,Gustavo A. Madero,Distrito Federal
4640707658,Volkswagen Cross Sport 2.0 Fsi R-line Tiptronic 4wd,Volkswagen,Cross,2020,1175190,MXN,0,Unknown,Cuauhtémoc,Distrito Federal
2763002665,Lincoln Corsair 2.5 Grand Touring Plug In Hybrid,Lincoln,Corsair,2024,979000,MXN,0,Unknown,Alvaro Obregón,Distrito Federal
4753503470,Nissan Frontier 2.5 Se Dc 4x2 Mt,Nissan,Frontier,2025,426900,MXN,0,Unknown,Iztapalapa,Distrito Federal
2836564877,Nissan Frontier 2.5 Se Dc 4x2 Mt,Nissan,Frontier,2025,461500,MXN,0,Unknown,Miguel Hidalgo,Distrito Federal
5113338664,Volkswagen T-cross 1.6 Trendline Tiptronic,Volkswagen,T,2020,289000,MXN,37594,Unknown,Atizapán De Zaragoza,Estado De México
5119262486,Ford Bronco 2.7 Ecoboost Badlands 4p,Ford,Bronco,2025,1369000,MXN,0,Unknown,Coyoacán,Distrito Federal
4954099254,Mitsubishi L200 2.4 Cd Glx 4x2 Mt,Mitsubishi,L200,2020,499900,MXN,0,Unknown,Cuautitlán Izcalli,Estado De México
2845715547,Chevrolet Captiva 1.5 Lt 7p Cvt,Chevrolet,Captiva,2023,292320,MXN,63722,Unknown,León,Guanajuato
5107689316,Chevrolet Captiva 1.5 Lt 7 Pasajeros At,Chevrolet,Captiva,2023,305000,MXN,33139,Unknown,Benito Juárez,Distrito Federal
4997213510,Chevrolet Captiva 1.5 Lt 7p Cvt,Chevrolet,Captiva,2023,301920,MXN,73653,Unknown,San Luis Potosí,San Luis Potosí
2785211975,Chevrolet Captiva 1.5 Lt 7p Cvt,Chevrolet,Captiva,2023,298720,MXN,68245,Unknown,Coyoacán,Distrito Federal
4997254764,Chevrolet Captiva 1.5 Lt 7p Cvt,Chevrolet,Captiva,2023,301920,MXN,65988,Unknown,Coyoacán,Distrito Federal
2794935443,Mercedes-benz Sprinter 20 Pasajeros,Mercedes-Benz,Benz,2020,1998000,MXN,0,Unknown,Cuautitlán Izcalli,Estado De México
2794919365,Mercedes-benz Sprinter 20 Pasajeros,Mercedes-Benz,Benz,2020,1967000,MXN,0,Unknown,Cuautitlán Izcalli,Estado De México
4777914750,Mercedes-benz Sprinter Chasis Cabina 517,Mercedes-Benz,Benz,2020,1166799,MXN,0,Unknown,Cuautitlán Izcalli,Estado De México
2527669787,Infiniti Qx60 5p 3.5 Sensory T/a Awd,Infiniti,Qx60,2021,540000,MXN,51363,Unknown,León,Guanajuato
5035311310,Volkswagen Transporter 2.0 Pasajeros Mt 102 Hp,Volkswagen,Transporter,2021,449000,MXN,192000,Unknown,Monterrey,Nuevo León
4766630794,Kia Soul Gt Line,Kia,Soul,2024,409900,MXN,16000,Unknown,Guadalajara,Jalisco
4980456662,Chevrolet Groove 1.5 Lt Mt,Chevrolet,Groove,2024,312900,MXN,16970,Unknown,Iztacalco,Distrito Federal
5065033888,Bmw Serie 5 2.0 520i,BMW,Serie,2020,1337000,MXN,0,Unknown,Hermosillo,Sonora
4846978898,Ford Bronco Sport 1.5t Ecoboost Big Bend,Ford,Bronco,2021,395000,MXN,42894,Unknown,Piedras Negras,Coahuila
5093094586,Volkswagen T-cross 1.6 Comfortline At,Volkswagen,T,2021,329999,MXN,72090,Unknown,Miguel Hidalgo,Distrito Federal
2826566091,Volkswagen T-cross 1.6 Comfortline At,Volkswagen,T,2021,329999,MXN,72026,Unknown,Miguel Hidalgo,Distrito Federal
4985684890,Volkswagen T-cross 1.6 Comfortline At,Volkswagen,T,2021,330000,MXN,61000,Unknown,Coyoacán,Distrito Federal
5010091876,Volkswagen T-cross 1.6 Comfortline At,Volkswagen,T,2021,339000,MXN,59221,Unknown,Gustavo A. Madero,Distrito Federal
2847834597,Audi A1 Sportback 1.0 30 Tfsi Urban,Audi,A1,2023,389000,MXN,42126,Unknown,Miguel Hidalgo,Distrito Federal
2738970659,Jeep Cherokee 3.3l Trailhawk At,Jeep,Cherokee,2020,380000,MXN,100800,Unknown,Mérida,Yucatán
5147587758,Ford Mustang Mach-e 0.0 Gt Awd,Ford,Mustang,2020,1350500,MXN,0,Unknown,Coyoacán,Distrito Federal
2829068027,Volkswagen Tiguan 1.4 R-line,Volkswagen,Tiguan,2021,409900,MXN,90040,Unknown,Oaxaca De Juárez,Oaxaca
4978104918,Bmw X1 2.0 Sdrive 20ia M Sport At,BMW,X1,2021,373226,MXN,76730,Unknown,Pachuca De Soto,Hidalgo
2834533975,Volkswagen Gol Sedan 1.6 Trendline Mt,Volkswagen,Gol,2018,169000,MXN,126946,Unknown,Miguel Hidalgo,Distrito Federal
5090019338,Volkswagen Gol Sedan 1.6 Trendline Mt,Volkswagen,Gol,2018,169000,MXN,126946,Unknown,Miguel Hidalgo,Distrito Federal
5106710862,Volkswagen Gol Sedan 1.6 Trendline Mt,Volkswagen,Gol,2018,169000,MXN,126945,Unknown,Miguel Hidalgo,Distrito Federal
2826609277,Volkswagen Gol Sedan 1.6 Trendline Mt,Volkswagen,Gol,2018,169000,MXN,126946,Unknown,Miguel Hidalgo,Distrito Federal
4293582004,Dodge Attitude 1.5t Gdi Gt At 7dct,Dodge,Attitude,2025,499900,MXN,0,Unknown,Chetumal,Quintana Roo
4660908484,Ford Expedition Platinum 4x4 3.5l Ecoboost Ta,Ford,Expedition,2025,1959900,MXN,0,Unknown,Tula De Allende,Hidalgo
4640978616,Ford Expedition Platinum 4x4 3.5l Ecoboost Ta,Ford,Expedition,2025,1959900,MXN,0,Unknown,Tulancingo De Bravo,Hidalgo
4964803502,Ford Expedition 3.5 V6 Ecoboost Platinum Max 4x4 At,Ford,Expedition,2025,1849900,MXN,0,Unknown,Cuajimalpa De Morelos,Distrito Federal
2750142673,Ford Expedition 3.5 V6 Ecoboost Platinum 4x4,Ford,Expedition,2025,1754900,MXN,0,Unknown,Toluca,Estado De México
4588069314,Ford Expedition 3.5 V6 Ecoboost Platinum Max 4x4 At,Ford,Expedition,2025,1999900,MXN,0,Unknown,Zapopan,Jalisco
4794866442,Ford Expedition 3.5 V6 Ecoboost Platinum Max 4x4 At,Ford,Expedition,2025,1724900,MXN,0,Unknown,Alvaro Obregón,Distrito Federal
5139251374,Hyundai Tucson 2.5 Gls Premium At,Hyundai,Tucson,2024,449900,MXN,36713,Unknown,Iztapalapa,Distrito Federal
5146690166,Hyundai Tucson 2.5 Gls Premium At,Hyundai,Tucson,2024,460000,MXN,8250,Unknown,Iztacalco,Distrito Federal
5029218470,Hyundai Tucson 2.5 Gls Premium At,Hyundai,Tucson,2024,479900,MXN,24680,Unknown,Pachuca De Soto,Hidalgo
5147074946,Hyundai Tucson 2.5 Gls Premium At,Hyundai,Tucson,2024,529000,MXN,34147,Unknown,Puebla,Puebla
2838700377,Hyundai Tucson 2.5 Gls Premium At,Hyundai,Tucson,2024,468000,MXN,39390,Unknown,Ecatepec De Morelos,Estado De México
5078653474,Hyundai Tucson 2.5 Gls Premium At,Hyundai,Tucson,2024,459900,MXN,38347,Unknown,Puebla,Puebla
5049899004,Nissan Urvan 2.5 15 Pas Amplia Aapack Seg Mt,Nissan,Urvan,2021,580000,MXN,99000,Unknown,Zapopan,Jalisco
2751694699,Audi Q3 Sportback 2.0 40 Tfsi S-line 180hp At,Audi,Q3,2024,820000,MXN,21315,Unknown,Cuernavaca,Morelos
2798090557,Chrysler Pacifica 3.7 3.6 At,Chrysler,Pacifica,2022,650000,MXN,31500,Unknown,Querétaro,Querétaro
2834020043,Honda City Sport Cvt,Honda,City,2021,221400,MXN,89384,Unknown,Benito Juárez,Distrito Federal
5140756544,"Chevrolet S-10 S10 Chasis Cabina, L4, 2.4l, 141 Hp, Tm5, A/ac., Ra-16, 4x2",Chevrolet,S,2020,459400,MXN,100,Unknown,Acambay,Estado De México
2833856457,Mercedes-benz Clase Gle 5.5l Coupe 63 Amg At,Mercedes-Benz,Benz,2017,854990,MXN,62000,Unknown,Querétaro,Querétaro
2818007673,Ram 1500 3.0 Laramie Night Edition 4x4 At,RAM,1500,2020,1490000,MXN,0,Unknown,Cuautitlán Izcalli,Estado De México
5131827638,Suzuki Ertiga Xl7 Boostergreen 1.5 Glx 2wd At,Suzuki,Ertiga,2024,399750,MXN,1260,Unknown,Miguel Hidalgo,Distrito Federal
2833780773,Nissan March 1.6 Sense Mt,Nissan,March,2021,199500,MXN,63000,Unknown,Guadalajara,Jalisco
2446487537,Hyundai Tucson 2.5 Gls,Hyundai,Tucson,2024,498000,MXN,19500,Unknown,Hermosillo,Sonora
2808264321,Toyota Raize 1.0t Xle Fwd Cvt Bitono,Toyota,Raize,2020,408400,MXN,0,Unknown,Iztapalapa,Distrito Federal
4978535810,Ford Bronco 2.0l Ecoboost,Ford,Bronco,2020,909500,MXN,0,Unknown,Metepec,Estado De México
5120849122,Volkswagen Virtus 1.0 Tsi Highline At,Volkswagen,Virtus,2023,323000,MXN,25149,Unknown,Chihuahua,Chihuahua
5094672024,Chevrolet Aveo 1.5 Lt Hatch Tm,Chevrolet,Aveo,2024,259000,MXN,18000,Unknown,Benito Juárez,Distrito Federal
2776033097,Nissan X-trail 2.0 Exclusiv 2 Row Hybrid,Nissan,X,2019,299500,MXN,85000,Unknown,Cuernavaca,Morelos
2351989053,Volkswagen Taos 1.4 Tsi Highline At,Volkswagen,Taos,2025,616190,MXN,0,Unknown,Tlajomulco De Zúñiga,Jalisco
2845697675,"Mazda Mazda 3 5 Pts. Hb Carbon Edition, 2.5t, Ta, Piel, S. Bose, Cámara 360°, Ra-18, 4x4",Mazda,Mazda,2023,449900,MXN,46573,Unknown,Metepec,Estado De México
4679799946,Kia Sonet 1.5 Ex At,Kia,Sonet,2020,425200,MXN,0,Unknown,Culiacán,Sinaloa
2826430661,Ford Bronco Sport 2.0t Ecoboost First Edition,Ford,Bronco,2021,569000,MXN,28801,Unknown,Toluca,Estado De México
5085345978,Ford Bronco Sport 2.0t Ecoboost First Edition,Ford,Bronco,2021,460000,MXN,59450,Unknown,Uruapan,Michoacán
2795137231,Volkswagen T-cross 1.6 Comfortline At,Volkswagen,T,2020,299000,MXN,82841,Unknown,Miguel Hidalgo,Distrito Federal
4843561748,Volkswagen T-cross 1.6 Comfortline At,Volkswagen,T,2020,299000,MXN,82841,Unknown,Miguel Hidalgo,Distrito Federal
2782583847,Mitsubishi Outlander 2.4 Phev Limited,Mitsubishi,Outlander,2024,639900,MXN,46500,Unknown,Guadalupe,Zacatecas
2811427349,Nissan Versa 1.6 V-drive Mt,Nissan,Versa,2023,234000,MXN,49853,Unknown,Tlalnepantla De Baz,Estado De México
2841724979,Nissan Versa 1.6 Drive Mt,Nissan,Versa,2023,259999,MXN,68248,Unknown,Miguel Hidalgo,Distrito Federal
5036002974,Volkswagen Virtus 1.6 Msi Comfortline At,Volkswagen,Virtus,2024,309000,MXN,80002,Unknown,Miguel Hidalgo,Distrito Federal
2760631481,Volkswagen Virtus Confort Line,Volkswagen,Virtus,2024,318000,MXN,63700,Unknown,Azcapotzalco,Distrito Federal
5119288546,Ford Explorer 2.3t Ecoboost Active 4wd At,Ford,Explorer,2024,1100000,MXN,0,Unknown,Coyoacán,Distrito Federal
2403202051,Mercedes-benz Glb 200 Line Mh,Mercedes-Benz,Benz,2024,860000,MXN,0,Unknown,Zapopan,Jalisco
5047361676,Kia Rio 1.6 Hb Ex At,Kia,Rio,2021,265000,MXN,83060,Unknown,Benito Juárez,Distrito Federal
5107635884,Mercedes-benz Clase Gle 3.0 450 4matic Sport,Mercedes-Benz,Benz,2019,1180000,MXN,11420,Unknown,Zapopan,Jalisco
5139251206,"Dodge Attitude 4 Pts. Se, 1.2l, Tm5, A/ac., Ve Del., R-14",Dodge,Attitude,2023,195900,MXN,85543,Unknown,Metepec,Estado De México
2773197213,Nissan V-drive V-drive Tm A/c,Nissan,V,2023,249000,MXN,35000,Unknown,Puebla,Puebla
5146715652,Audi Q5 2.0 L 45 Tfsi Elite,Audi,Q5,2025,1370950,MXN,0,Unknown,Zapopan,Jalisco
2811522039,Audi Q5 2.0 L 45 Tfsi Elite,Audi,Q5,2025,1271458,MXN,0,Unknown,Atizapán De Zaragoza,Estado De México
2826561127,Volkswagen Cross Sport 2.0 Fsi R-line Tiptronic 4wd,Volkswagen,Cross,2024,898000,MXN,24000,Unknown,Puebla,Puebla
4824208014,Kia Sorento 3.3l Ex At,Kia,Sorento,2018,305000,MXN,68300,Unknown,Benito Juárez,Distrito Federal
4997215720,Kia Sorento 3.4 3.3l Ex At,Kia,Sorento,2018,358900,MXN,79456,Unknown,Miguel Hidalgo,Distrito Federal
4961114454,Nissan X-trail E-power 1.5 Erev Exclusive Cvt,Nissan,X,2025,659000,MXN,27760,Unknown,Iztapalapa,Distrito Federal
5095000578,Volkswagen T-cross Highline L4 1.6l Vp Abs Ba Tcorr Ac Tip,Volkswagen,T,2020,319900,MXN,67937,Unknown,León,Guanajuato
2797798147,Volkswagen Virtus 1.0 Tsi Highline At,Volkswagen,Virtus,2024,330000,MXN,40093,Unknown,Guadalajara,Jalisco
5146734362,Volkswagen Virtus 1.0 Tsi Highline At,Volkswagen,Virtus,2024,379990,MXN,15488,Unknown,Benito Juárez,Distrito Federal
2695605129,Mercedes-benz A 200 Sport Mild Hybrid,Mercedes-Benz,Benz,2025,844000,MXN,0,Unknown,Zapopan,Jalisco
2842088897,Nissan Versa 1.6 Advance Mt,Nissan,Versa,2020,439900,MXN,0,Unknown,Iztapalapa,Distrito Federal
5112845540,Audi Q3 1.4 35 Tfsi Dynamic 150hp At,Audi,Q3,2020,854900,MXN,0,Unknown,Guadalajara,Jalisco
2834306873,Chevrolet Tahoe 5.3 V8 Lt At,Chevrolet,Tahoe,2023,1200000,MXN,50932,Unknown,La Piedad,Michoacán
2741870955,Ford F-450 Xl Diesel 6.7l 4v Ta,Ford,F,2020,1353500,MXN,0,Unknown,Tlalnepantla De Baz,Estado De México
2801008009,Volkswagen Virtus 1.0 Tsi Highline At,Volkswagen,Virtus,2020,444990,MXN,0,Unknown,Tlalnepantla De Baz,Estado De México
2833999643,Volkswagen Tiguan 1.4 Trendline Plus At,Volkswagen,Tiguan,2020,345900,MXN,18714,Unknown,Guadalajara,Jalisco
4841570924,Volkswagen Taigun 1.0 Tsi Trendline At,Volkswagen,Taigun,2023,349000,MXN,17502,Unknown,Alvaro Obregón,Distrito Federal
2836821931,Volkswagen Taigun 1.0 Tsi Trendline At,Volkswagen,Taigun,2023,305000,MXN,57403,Unknown,Tlajomulco De Zúñiga,Jalisco
5148943966,Honda Cr-v 2.4 Ex Cvt,Honda,Cr,2019,330000,MXN,59382,Unknown,Tlalpan,Distrito Federal
2320508337,Lincoln Navigator 3.5 Reserve L V6 T At,Lincoln,Navigator,2025,2389900,MXN,0,Unknown,Atizapán De Zaragoza,Estado De México
4941003652,Audi Q2 Q2 Sport 1.5 150hp Bpm,Audi,Q2,2024,646824,MXN,0,Unknown,Atizapán De Zaragoza,Estado De México
2785211823,Kia Seltos 1.4t Gdi Sxl Dct,Kia,Seltos,2025,590000,MXN,5368,Unknown,Miguel Hidalgo,Distrito Federal
2792198305,Dodge Journey 3.7 Gt 3.6 At,Dodge,Journey,2017,205000,MXN,142000,Unknown,Los Cabos,Baja California Sur
4123988928,Jeep Wrangler 4xe 2.0t Phev Sahara 4wd At,Jeep,Wrangler,2025,1455900,MXN,0,Unknown,Mexico,
2752404211,Chevrolet Traverse 3.6 V6 Lt Piel 7 Pasajeros At,Chevrolet,Traverse,2014,220000,MXN,166848,Unknown,Iztacalco,Distrito Federal
5058179666,Audi A1 Sportback 2.0 S Line S-tronic,Audi,A1,2024,307000,MXN,30871,Unknown,Gustavo A. Madero,Distrito Federal
2831151799,Ford Transit Custom 2.2 Custom Van Techo Alto,Ford,Transit,2018,297000,MXN,108281,Unknown,Coyoacán,Distrito Federal
5139308776,Chevrolet Equinox 1.5 Premier Plus At,Chevrolet,Equinox,2018,279000,MXN,68000,Unknown,Coyoacán,Distrito Federal
4985870912,Chevrolet Suburban 6.2 V8 High Country At,Chevrolet,Suburban,2025,1890000,MXN,0,Unknown,Monterrey,Nuevo León
4972045086,Chevrolet Suburban 6.2 High Country 4x4 At,Chevrolet,Suburban,2025,1770000,MXN,0,Unknown,Benito Juárez,Distrito Federal
4772789322,Chevrolet Suburban 6.2 V8 High Country At,Chevrolet,Suburban,2025,4200000,MXN,0,Unknown,Monterrey,Nuevo León
2648425605,Chevrolet Suburban 6.2 High Country 4x4 At,Chevrolet,Suburban,2025,1770000,MXN,0,Unknown,Benito Juárez,Distrito Federal
3706363768,Chevrolet Suburban 6.2 High Country 4x4 At,Chevrolet,Suburban,2025,2055000,MXN,0,Unknown,Huixquilucan,Estado De México
2751620719,Chevrolet Suburban 6.2 High Country 4x4 At,Chevrolet,Suburban,2025,2055000,MXN,0,Unknown,Puebla,Puebla
2746932765,Chevrolet Suburban 6.2 High Country 4x4 At,Chevrolet,Suburban,2025,2055000,MXN,0,Unknown,San Martín Texmelucan,Puebla
2423001821,Bmw Serie 5 2.0 530e Hibrido Conectable,BMW,Serie,2025,1540000,MXN,0,Unknown,Benito Juárez,Distrito Federal
2495037589,Volkswagen Crafter Pasajeros 4.7t Lwb Ext,Volkswagen,Crafter,2025,1348333,MXN,0,Unknown,Cuauhtémoc,Distrito Federal
5132752326,Chevrolet Tahoe 6.2 High Country 4x4 At,Chevrolet,Tahoe,2020,2099000,MXN,0,Unknown,Benito Juárez,Distrito Federal
2757141489,Mazda Cx-50 2.5t Signature Awd At,Mazda,Cx,2020,837900,MXN,0,Unknown,Coyoacán,Distrito Federal
2821415275,Bmw I4 0.0 Edrive40,BMW,I4,2020,1673000,MXN,0,Unknown,Hermosillo,Sonora
4959602846,Bmw I4 0.0 Edrive40,BMW,I4,2020,1330000,MXN,0,Unknown,Puebla,Puebla
2763053407,Audi Q5 S Line,Audi,Q5,2025,1572150,MXN,0,Unknown,Monterrey,Nuevo León
2821616775,Kia Forte 2.0 Gt Line 4p At,Kia,Forte,2021,285000,MXN,47000,Unknown,Zamora,Michoacán
5080643780,Chevrolet Traverse 3.6 Lt Piel At,Chevrolet,Traverse,2020,449000,MXN,81000,Unknown,Cuernavaca,Morelos
4996271794,Toyota Prius C 1.5 Hybrid,Toyota,Prius,2021,299000,MXN,79105,Unknown,Alvaro Obregón,Distrito Federal
5120396354,Toyota Prius C 1.5 Hybrid,Toyota,Prius,2021,273000,MXN,66108,Unknown,Coyoacán,Distrito Federal
4813421480,Toyota Prius C 1.5 Hybrid,Toyota,Prius,2021,275000,MXN,80000,Unknown,Benito Juárez,Distrito Federal
5072437218,Volkswagen Virtus 1.6 Msi Trendline Mt,Volkswagen,Virtus,2020,329990,MXN,0,Unknown,Azcapotzalco,Distrito Federal
2601332439,Volkswagen Virtus 1.6 Msi Trendline At,Volkswagen,Virtus,2025,317990,MXN,0,Unknown,Cuauhtémoc,Distrito Federal
2848117801,Lincoln Navigator Vagoneta Ultime Premiere 4x2 At,Lincoln,Navigator,2008,159000,MXN,117472,Unknown,Atizapán De Zaragoza,Estado De México
5078766370,Chevrolet Traverse Lt B,Chevrolet,Traverse,2021,520000,MXN,29506,Unknown,Metepec,Estado De México
4904045870,Nissan Versa 1.6 Advance Cvt,Nissan,Versa,2025,380000,MXN,0,Unknown,Miguel Hidalgo,Distrito Federal
5047334844,Chevrolet Onix 1.0t Lt Mt,Chevrolet,Onix,2022,229000,MXN,65400,Unknown,Tlalnepantla De Baz,Estado De México
2748910469,Hyundai Tucson 2.5 Limited,Hyundai,Tucson,2022,485000,MXN,49580,Unknown,Cuautitlán Izcalli,Estado De México
2718536313,Hyundai Tucson 2.5 Limited,Hyundai,Tucson,2022,419000,MXN,89000,Unknown,Guadalajara,Jalisco
2797341587,Kia Rio 1.6 Lx Sedan Mt,Kia,Rio,2021,199000,MXN,104000,Unknown,San Luis Potosí,San Luis Potosí
2746831737,Mitsubishi L200 2.4 Cd Gls 4x4 At,Mitsubishi,L200,2025,761100,MXN,0,Unknown,Cuautitlán Izcalli,Estado De México
2801979179,Dodge Journey 1.5t Gdi Gt Plus,Dodge,Journey,2025,499800,MXN,11000,Unknown,Miguel Hidalgo,Distrito Federal
2828739201,Hyundai Elantra Hibrido 4p Gls Premium Hev L4/1.6 Aut 39kwh,Hyundai,Elantra,2023,399000,MXN,33700,Unknown,Tlalnepantla De Baz,Estado De México
2843200561,Volkswagen Virtus 1.6 Msi Trendline Mt,Volkswagen,Virtus,2020,314990,MXN,0,Unknown,Benito Juárez,Distrito Federal
4929236914,Audi S5 3.0 Tfsi Quattro Tiptronic,Audi,S5,2025,1443088,MXN,0,Unknown,La Magdalena Contreras,Distrito Federal
2769587117,"Ford Explorer St, 3.0l V6 Ecoboost, Ta",Ford,Explorer,2024,1430000,MXN,0,Unknown,Tula De Allende,Hidalgo
4959578648,Ford Explorer 3.0 V6 Ecoboost St 4wd At,Ford,Explorer,2024,1430000,MXN,0,Unknown,Atizapán De Zaragoza,Estado De México
5139309376,"Ford Transit Courier Panel 4 Pts. 1.0t, Tm6, Pta. Lat. Corrediza, R-15",Ford,Transit,2021,208900,MXN,68636,Unknown,Metepec,Estado De México
2467284351,Jeep Grand Cherokee 3.6 V6 Altitude 4x2 At,Jeep,Grand,2025,1189900,MXN,0,Unknown,Mexico,
2750302057,Audi A6 2.0 Tfsi Elite Quattro 252hp At,Audi,A6,2018,369000,MXN,46000,Unknown,Guadalajara,Jalisco
2845952987,Chevrolet Onix 1.3 Ls Mt,Chevrolet,Onix,2023,199000,MXN,30000,Unknown,Zapopan,Jalisco
2495365587,Jeep Grand Cherokee 4xe 2.0t Phev 4x4 At,Jeep,Grand,2025,1545900,MXN,0,Unknown,Huixquilucan,Estado De México
4983439908,Kia Optima 2.4 Gdi Lx At,Kia,Optima,2019,260000,MXN,92000,Unknown,Coatzacoalcos,Veracruz
4367071268,Chevrolet Aveo Lt,Chevrolet,Aveo,2025,376400,MXN,0,Unknown,Hermosillo,Sonora
5119008168,Kia Niro 1.6 Gdi Ex At,Kia,Niro,2019,255000,MXN,95060,Unknown,Coyoacán,Distrito Federal
2513823487,Jeep Compass 2.0t High Altitude Awd At,Jeep,Compass,2025,683900,MXN,0,Unknown,Benito Juárez,Distrito Federal
5141036596,Volkswagen Tiguan 1.4 R-line,Volkswagen,Tiguan,2020,795790,MXN,0,Unknown,Cuauhtémoc,Distrito Federal
2845925087,Mercedes-benz Clase Glb 2.0 250 Progressive 4matic,Mercedes-Benz,Benz,2021,477900,MXN,70000,Unknown,Miguel Hidalgo,Distrito Federal
2769522719,Ford Explorer Xlt Rwd 2.3l I4 Ecoboost Ta.,Ford,Explorer,2024,1170000,MXN,0,Unknown,Tlalnepantla De Baz,Estado De México
2830997027,Nissan Sentra 1.8 Exclusive L4 Nav. Cvt,Nissan,Sentra,2013,189500,MXN,68000,Unknown,Guadalajara,Jalisco
5141034934,Chevrolet Trax Trax 1.8 Premier At,Chevrolet,Trax,2020,279000,MXN,55078,Unknown,Puebla,Puebla
